Name,Image Path,Type 1,Type 2,Description
Chimecho,pokemon_images/Chimecho.jpg,Psychic,,"Floating ghostly figure with a round, yellow cap, a translucent body featuring blue and maroon swirls, and two cheerful eyes. The figure has a long, wavy tail, resembling a mixture of a bell and a foggy apparition, evoking a whimsical and ethereal atmosphere."
Chinchou,pokemon_images/Chinchou.jpg,Water,Electric,"A small, cartoonish blue creature with large yellow eyes and two droplet-like appendages that glow at the end. It has small fins on the sides and a rounded body, giving it a cute and whimsical appearance. The creature floats in the air, exuding a sense of playfulness and charm."
Chingling,pokemon_images/Chingling.jpg,Psychic,,"""Cheerful yellow aquatic creature with large round body, big eyes, and red and white striped fins, floating playfully in water"""
Cinccino,pokemon_images/Cinccino.jpg,Normal,,"Cute gray Pokémon with large ears and fluffy white hair, sitting with a playful expression."
Cinderace,pokemon_images/Cinderace.jpg,Fire,,"""Dynamic anthropomorphic character, white and orange fur, striking a dynamic pose with one leg raised, wearing a red and yellow outfit with blue accents, large pointed ears and expressive eyes, stylized cartoon art"""
Clamperl,pokemon_images/Clamperl.jpg,Water,,"A cute, cartoonish clam with a light blue shell, partially open to reveal a round, pink, sleepy character nestled inside. The clam has a black background within, creating a cozy atmosphere around the pink figure. The overall style is playful and colorful, resembling a character from a children's cartoon or video game."
Clauncher,pokemon_images/Clauncher.jpg,Water,,"A cartoonish blue lobster-like creature with large yellow eyes and long antennae, featuring a segmented body and a black band around its front."
Clawitzer,pokemon_images/Clawitzer.jpg,Water,,"Blue aquatic creature with a stylized fish-like head and fins, featuring yellow accents and a smaller blue body, combining elements of a fish and a fantasy design."
Claydol,pokemon_images/Claydol.jpg,Ground,Psychic,"""Cartoon character, small round creature with a black and pink color scheme, large round eyes, and a playful expression, standing with arms slightly raised, whimsical style."""
Clefable,pokemon_images/Clefable.jpg,Fairy,,"A cheerful and plump pink Pokémon with large ears, a spiral curl on its head, and spiky wings. It's waving its arms and has a friendly expression. The background is simple and colorful, emphasizing the character’s playful nature."
Clefairy,pokemon_images/Clefairy.jpg,Fairy,,"""Clefairy, a cute pink fairy-type Pokémon with large ears, a curly tail, and a cheerful expression, raising its arms in a welcoming gesture."""
Cleffa,pokemon_images/Cleffa.jpg,Fairy,,"A cute, small, round Pokémon with soft pink skin, large expressive eyes, and brown ear-like tufts, sitting cheerfully with a slight smile and a curly tuft on its head."
Clobbopus,pokemon_images/Clobbopus.jpg,Fighting,,"A cute, cartoonish octopus character with a round head, big eyes, and orange accents. It has a playful posture, extending one arm while the other is curled, showcasing its friendly and whimsical design. The overall color scheme features shades of white, orange, and purple, emphasizing its adorable and approachable appearance."
Clodsire,pokemon_images/Clodsire.jpg,Poison,Ground,"A cute cartoon-style salamander with a smooth, dark brown body, small limbs, and a cheerful expression, featuring light purple markings along its back. The character rests on a flat surface, exuding a friendly and playful demeanor."
Cloyster,pokemon_images/Cloyster.jpg,Water,Ice,"A cartoonish purple shellfish creature with a spiky shell, featuring a mischievous, grinning blue face inside. The creature's shell opens slightly, revealing a dark interior and sharp spikes around the edges. The overall tone is playful and whimsical, resembling a character from a fantasy or animated series."
Coalossal,pokemon_images/Coalossal.jpg,Rock,Fire,"""Rock-type creature with a volcanic eruption on its back, featuring a muscular rock body, glowing lava elements, and angular rock formations, in a dynamic pose showcasing its fiery characteristic."""
Cobalion,pokemon_images/Cobalion.jpg,Steel,Fighting,"A majestic bipedal creature resembling a deer, with a turquoise body, white fur around its neck, and distinctive golden antlers. It has blue markings on its body and strong, powerful legs. The creature exudes an aura of nobility and strength, standing confidently with a serious expression."
Cofagrigus,pokemon_images/Cofagrigus.jpg,Ghost,,"""Cartoonish ancient Egyptian mummy character with a blue and gold color scheme, exaggerated facial features, and outstretched hands, surrounded by shadowy figures."""
Combee,pokemon_images/Combee.jpg,Bug,Flying,"A cute, cartoonish bee character composed of hexagonal honeycomb sections, featuring three smiling faces and large, translucent wings. The body is predominantly yellow with black accents, showcasing a playful and friendly expression. The character has prominent antennae and an overall cheerful disposition, set against a simple background."
Combusken,pokemon_images/Combusken.jpg,Fire,Fighting,"A vibrant yellow and orange bird-like creature with long arms and clawed feet, striking a dynamic pose. It has a prominent feather-like crest on its head and a determined expression, showcasing its playful and spirited nature."
Comfey,pokemon_images/Comfey.jpg,Fairy,,"""A whimsical Pokémon adorned with a floral garland, featuring vibrant red, yellow, pink, and white flowers, with a leafy headpiece and a cheerful expression."""
Conkeldurr,pokemon_images/Conkeldurr.jpg,Fighting,,"""Fighting-type creature with a muscular build, holding two large rocks, wearing pink straps, and having a playful expression."""
Copperajah,pokemon_images/Copperajah.jpg,Steel,,"""An animated, whimsical creature resembling an elephant with colorful teal and orange patterns, large tusks, and a playful stance, exuding a sense of fun and fantasy."""
Corphish,pokemon_images/Corphish.jpg,Water,,"“Cartoon-style crab Pokémon with a large pincers and a cheerful expression, featuring bright orange and beige colors.”"
Corsola,pokemon_images/Corsola.jpg,Water,Rock,"""cute pink coral-like creature with a smiling face and small limbs, floating in a whimsical underwater setting, cartoon style"""
Corviknight,pokemon_images/Corviknight.jpg,Flying,Steel,"A stylized cartoon bird with a dark blue body, sharp features, and red eyes, standing upright with a confident posture, inspired by a raven or crow."
Corvisquire,pokemon_images/Corvisquire.jpg,Flying,,"Blue and black bird-like creature with sharp features, striking red eyes, prominent wings, and a sleek body, in a cartoonish style."
Cosmoem,pokemon_images/Cosmoem.jpg,Psychic,,"""An abstract, whimsical creature resembling a celestial being, featuring a swirling dark core surrounded by golden, petal-like appendages. The core sparkles with cosmic elements, and the creature exudes a playful, alien charm, with closed eyes and vibrant highlights."""
Cosmog,pokemon_images/Cosmog.jpg,Psychic,,"""Whimsical cloud creature with a dark core, emitting sparkling blue mist and colorful swirls, playful and enchanting atmosphere, cartoon style."""
Cottonee,pokemon_images/Cottonee.jpg,Grass,Fairy,"Fluffy cloud-like creature with a round body, large white fluffy tuft, and green leaf-like appendages, featuring big orange eyes and a cheerful expression."
Crabominable,pokemon_images/Crabominable.jpg,Fighting,Ice,"""An ice-type creature with a white fur appearance, large blue paw-like limbs, and a surprised facial expression. It features a yellow tuft of hair on its head and a rounded body with dark blue markings."""
Crabrawler,pokemon_images/Crabrawler.jpg,Fighting,,"""Cartoon crab character with large claws, purple body, blue claws, and a determined expression, set against a simple background."""
Cradily,pokemon_images/Cradily.jpg,Rock,Grass,"A green, blob-like creature with a curved body, adorned with multiple pink tentacle-like appendages and large, circular patterns. It has a mischievous, wide grin displaying sharp teeth and large, round eyes with a dark black pupil, set against its vibrant green body. The overall appearance is whimsical and cartoonish, reminiscent of a playful, alien character."
Cramorant,pokemon_images/Cramorant.jpg,Flying,Water,"Blue bird character with a yellow beak, large green eyes, and fluffy white feathers around its neck, standing with wings outstretched, cartoon style."
Cranidos,pokemon_images/Cranidos.jpg,Rock,,"A playful Pokémon with a blue and gray color scheme, featuring a large head and spikes on its back, looking curiously upwards."
Crawdaunt,pokemon_images/Crawdaunt.jpg,Water,Dark,"A vibrant, cartoon-style creature resembling a large crab or lobster, featuring a star-shaped object on its head, bold red and cream coloring, large claws, and a playful expression. It has distinctive blue stripes on its body, emphasizing its unique design."
Cresselia,pokemon_images/Cresselia.jpg,Psychic,,"A serene, mythical Pokémon with a sleek blue body, elegant wings resembling crescent moons, and a prominent pink gem on its chest, surrounded by swirling pink energy."
Croagunk,pokemon_images/Croagunk.jpg,Poison,Fighting,"A cartoon-style blue frog-like creature with yellow eyes, orange cheeks, and a white band across its body, standing in a dynamic pose, showcasing its gloved hands."
Crobat,pokemon_images/Crobat.jpg,Poison,Flying,"A small, purple bat-like creature with large, pointed wings and yellow eyes, flying through the air with bared fangs."
Crocalor,pokemon_images/Crocalor.jpg,Fire,,"A playful, cartoonish creature resembling a small dinosaur, featuring a red and cream color scheme with a bulky body, sharp teeth, and a large, flame-like decoration on its head that resembles a crown of glowing orange jewels. The character is depicted mid-action with an excited expression and raised arms, conveying a sense of energy and enthusiasm."
